vr,rp1,412497.14,2346142.13,136.27
vr,rp2,412478.88,2346126.51,135.88
ggs,blagodarovka,414937.13,2353245.83,139.66
ggs,kort-syza,412184.08,2344117.95,166.40
ggs,TatChelny,481320.17,2308988.80,153.80
ggs,Anan,470786.84,2304770.28,62.30
ggs,ilbuhtino,476661.59,2334622.17,168.50




